x,x0,0.9284272041,y0,0.9898678185,x1,0.6283676871,y1,0.9998173128,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,y21,x22,y22,x23,y23,x24,y24
000000000041,576.625,0.9077845463,429.968,0.8038242821,581.96,0.4723028313,597.549,0.8192891603,476.87,597.64,440.325,781.056,440.331,974.573,692.179,587.192,728.54,775.715,718.018,937.846,592.418,943.265,519.101,943.183,524.507,1189.61,524.063,1524.57,655.139,943.502,644.802,1231.4,608.229,1530.15,560.731,398.73,603.092,398.707,524.117,435.16,644.517,435.041,691.728,1592.87,692.031,1571.9,592.439,1566.61,529.537,1577.06,498.06,1566.6,524.333
000000000042,566.482,0.8973511944,424.729,0.7821262511,576.675,0.4134508297,592.377,0.8011746147,471.715,597.456,435.445,775.95,435.479,974.613,692.069,576.799,728.556,770.677,718.043,932.788,592.296,938.247,518.943,938.142,524.427,1189.56,524.285,1519.54,650.293,943.373,644.692,1231.1,608.186,1530.04,555.525,398.386,602.764,398.385,519.049,429.826,639.483,424.785,691.822,1592.81,692.128,1571.88,592.414,1566.47,519.196,1582.4,482.524,1571.69,529.641
000000000043,566.171,0.8877520727,409.069,0.7593539369,571.482,0.3548318786,581.979,0.7830563898,461.458,592.302,435.374,775.783,435.246,969.48,691.848,571.431,728.578,770.51,712.927,932.655,587.096,938.038,518.776,937.94,524.378,1189.34,524.248,1524.76,650.219,943.142,644.575,1226.22,608.19,1530.08,545.168,393.316,597.647,393.332,513.857,424.729,629.052,419.499,691.877,1592.76,692.177,1571.88,597.411,1566.56,508.63,1582.42,477.235,1571.81,534.716
000000000044,561.077,0.8773270133,398.81,0.7387579794,566.379,0.3018139853,571.588,0.7637681493,450.991,581.953,435.255,775.602,434.948,969.57,691.696,566.258,728.565,765.292,718.047,922.421,581.893,932.79,513.802,927.637,524.319,1168.49,524.165,1530.02,650.115,937.966,644.582,1231.18,608.114,1529.98,529.608,388.042,592.229,387.967,508.469,414.304,613.541,403.98,691.866,1592.82,692.066,1571.96,592.434,1561.46,487.599,1587.65,471.755,1571.85,534.761
000000000045,555.746,0.8668929979,393.518,0.7201927903,566.177,0.2490134564,566.157,0.744452774,445.626,571.576,435.074,770.437,429.927,953.734,686.665,560.796,728.406,749.535,718.062,912.002,576.621,927.486,508.562,917.204,524.147,1158.06,524.236,1535.2,650.005,932.748,644.583,1231.24,608.051,1524.93,524.257,372.448,576.656,367.294,492.976,403.851,608.363,398.731,686.726,1592.77,691.897,1571.92,592.435,1561.19,482.489,1598.06,466.727,1572.12,534.91
000000000046,545.255,0.8573429682,393.057,0.7005740571,561.102,0.1962745515,560.906,0.7251488964,440.386,566.241,429.909,759.93,419.485,943.429,686.482,555.505,723.39,739.212,718.084,901.696,571.502,911.997,498.13,906.777,519.272,1168.49,524.223,1540.4,649.937,922.384,644.537,1210.49,608.005,1524.58,519.022,356.939,566.339,356.727,482.54,393.404,608.022,388.112,686.534,1592.76,691.834,1571.89,597.43,1545.76,482.373,1603.35,466.658,1582.28,539.953
000000000047,534.718,0.8495285687,372.319,0.677812942,560.728,0.1490974891,555.662,0.7058611158,435.227,561.103,419.546,754.781,414.235,938.091,681.329,534.723,723.196,728.683,712.885,896.059,571.33,906.739,492.945,906.584,519.074,1163.29,524.266,1540.39,649.831,911.935,644.693,1220.78,608.02,1514.19,513.862,351.474,566.009,351.427,477.265,387.961,602.848,382.81,681.363,1592.73,691.786,1571.92,597.467,1535.22,482.482,1608.29,471.747,1582.43,540.047
000000000048,524.391,0.8434497994,356.773,0.6572412492,555.623,0.1022744843,534.9,0.6866165669,435.008,555.564,403.902,739.051,403.983,932.726,665.769,524.451,718.024,723.394,712.801,890.844,566.438,901.587,492.813,901.584,518.905,1173.78,524.233,1545.62,649.82,906.579,644.664,1210.45,607.851,1488.33,498.19,346.134,560.74,335.771,477.005,377.62,602.577,361.949,676.134,1582.49,686.722,1566.83,587.197,1524.54,482.465,1608.61,471.719,1592.84,540.087
000000000049,524.054,0.8390753146,351.499,0.6388015314,540.007,0.06111864293,529.46,0.6721019808,419.617,545.276,398.845,733.726,403.862,917.115,660.484,519.198,712.74,717.963,707.658,875.263,566.416,901.444,487.741,901.525,513.913,1168.47,524.302,1540.55,649.877,901.405,644.952,1194.72,603.069,1483.02,487.716,325.346,555.594,320.107,471.704,361.997,592.297,356.579,670.891,1577.22,686.709,1566.5,592.254,1503.84,482.42,1608.59,471.735,1592.79,545.307
000000000050,518.977,0.8347558923,346.154,0.6214010477,529.682,0.03742591119,519.282,0.6564518725,409.155,529.58,398.475,733.578,398.751,901.557,655.235,513.759,702.441,702.396,707.539,859.675,566.32,896.122,487.604,896.273,513.766,1158.08,524.297,1535.32,649.847,896.025,650.101,1189.54,602.96,1467.17,482.518,315.055,545.143,314.742,451.102,356.558,576.602,346.152,676.266,1572.09,691.719,1561.24,576.681,1487.9,487.627,1608.55,471.934,1592.79,545.251
000000000051,513.717,0.8313065241,325.344,0.6040082376,529.434,0.02530391816,518.775,0.6407265686,403.899,519.183,393.376,718.123,398.483,896.021,650.236,503.426,697.292,691.964,702.369,854.356,566.133,896.026,482.517,896.189,508.446,1163.41,524.246,1530.09,644.987,890.93,655.279,1189.34,603.03,1456.57,482.181,309.652,534.755,309.437,445.88,351.222,571.551,335.703,686.422,1566.58,691.834,1535.34,576.688,1482.66,503.39,1608.26,477.077,1582.47,540.068
000000000052,508.604,0.8295737133,314.925,0.5887575646,524.357,0.01342057792,513.587,0.6227858697,398.592,513.895,393.038,702.455,393.581,864.823,650.022,492.842,692.217,686.67,697.36,849.058,566.007,885.665,482.365,890.84,498.156,1173.85,524.206,1530.03,644.931,880.389,655.384,1179.03,607.857,1451.54,477.253,304.218,529.63,298.987,445.627,340.984,571.349,325.163,686.84,1566.56,692.107,1535.3,576.766,1477.67,498.187,1603.31,477.024,1582.36,540.044
000000000053,503.313,0.8295451869,309.759,0.5724550066,524.163,0.007385911642,498.101,0.6059388409,393.539,508.6,382.834,691.914,393.473,849.099,649.861,487.587,692.046,681.505,697.296,833.364,561.171,885.654,482.309,890.875,492.936,1173.83,524.086,1535.15,644.819,875.243,660.402,1157.99,607.988,1461.93,477.071,288.662,524.589,283.337,440.708,320.223,566.362,315.055,692.025,1566.58,697.298,1535.34,587.068,1487.86,498.095,1603.19,476.937,1582.32,539.938
000000000054,498.165,0.8304295042,309.292,0.5561032971,519.254,0.001744518269,487.592,0.5914580583,393.382,492.897,372.367,686.607,393.428,827.992,644.968,482.389,691.853,676.223,697.152,822.951,561.018,870.071,477.355,885.597,498.075,1168.65,519.277,1529.99,644.668,864.672,660.553,1147.78,608.382,1482.69,476.984,278.01,524.47,273.012,440.563,314.768,566.286,314.542,712.804,1571.91,723.239,1556.18,597.456,1498.63,503.38,1603.3,477.002,1587.49,529.719
000000000055,498.164,0.8330205937,298.92,0.5387741558,519.107,0.001738916091,482.211,0.5782250164,393.25,482.58,362.109,670.962,393.446,807.224,644.772,477.234,691.723,670.923,697.036,822.769,560.872,864.882,477.239,875.293,487.792,1189.54,519.234,1529.84,644.545,859.557,660.4,1147.43,618.691,1487.91,477.023,267.857,524.38,267.748,440.375,309.357,566.147,304.13,728.328,1577.08,728.711,1566.33,602.651,1519.49,508.479,1603.19,476.951,1582.44,534.692
000000000056,498.138,0.8364790837,283.307,0.5224778196,518.996,0.007537170452,477.03,0.5650062318,393.119,477.329,361.834,660.505,393.534,786.1,644.747,471.974,686.841,665.751,692.136,817.768,560.685,864.69,477.05,875.143,487.741,1184.12,519.264,1530.09,639.511,854.404,655.216,1142.36,629.075,1509.07,476.926,267.52,524.383,267.446,435.429,304.18,566.097,293.84,733.861,1592.74,738.986,1571.74,602.863,1535.32,508.484,1598.13,477.03,1582.42,534.75
000000000057,498.066,0.8407877257,273.126,0.5051078224,518.938,0.01361665416,471.974,0.5493568134,388.083,476.996,356.868,649.918,393.419,770.58,644.801,466.709,686.746,655.394,692.002,817.453,560.634,854.405,477.009,859.689,487.718,1178.96,524.112,1535.2,639.414,849.02,649.969,1116.36,639.626,1524.57,476.849,262.292,524.411,262.193,435.481,293.816,566.102,283.458,744.362,1598.06,749.598,1572.02,608.121,1561.2,487.594,1608.28,471.77,1587.61,545.146
000000000058,498.015,0.8451491083,267.86,0.487661298,518.891,0.01992246585,471.781,0.5324918481,382.944,476.878,356.768,644.983,393.487,770.367,644.886,456.25,686.702,655.166,691.983,812.437,560.706,854.228,477.092,859.518,487.702,1178.96,524.145,1530.16,639.47,843.828,644.908,1126.56,644.734,1529.81,476.844,246.673,524.436,241.552,440.258,283.304,566.109,278.23,739.153,1603.19,749.598,1572.11,613.232,1566.79,498.182,1603.3,476.911,1587.56,545.181
000000000059,498.01,0.8503989545,267.597,0.4691676587,518.861,0.03196602839,461.403,0.5144074267,382.904,466.689,356.649,644.712,393.417,754.716,644.921,445.895,686.73,649.929,691.952,812.232,555.596,849.021,471.972,854.313,487.677,1173.72,524.213,1530.13,634.235,838.584,644.796,1121.39,649.815,1530,472.014,236.191,524.453,236.153,435.436,272.94,566.121,272.988,739.175,1603.26,754.839,1577.26,618.642,1571.91,492.873,1603.3,471.913,1587.48,550.443
000000000060,498.179,0.8573671824,262.289,0.4453173283,518.863,0.05554895743,450.898,0.4951483905,382.892,456.249,356.588,644.557,393.551,744.218,644.954,445.618,686.837,644.965,691.949,812.085,555.503,849.021,471.851,854.277,487.756,1168.52,524.196,1530.07,629.137,838.62,644.611,1121.5,649.95,1529.88,476.933,230.89,524.53,230.859,435.366,272.632,566.186,272.767,733.712,1592.87,754.679,1572.06,623.827,1571.97,492.911,1608.32,471.967,1592.71,550.439
000000000061,503.269,0.8651819136,251.808,0.4214020847,518.828,0.07920135349,440.757,0.474666219,382.826,450.909,356.618,639.548,398.363,739.169,644.931,440.468,691.666,644.843,691.909,807.174,550.456,848.909,471.747,854.162,487.69,1168.63,524.246,1540.4,629.02,838.536,644.497,1121.54,644.963,1529.8,477.022,225.767,524.59,225.836,435.374,267.437,566.212,267.544,728.709,1587.67,744.343,1571.86,618.656,1571.92,487.651,1608.37,471.853,1592.74,550.493
000000000062,508.432,0.8738567479,236.317,0.3974837302,518.971,0.1146530571,440.325,0.4541228792,382.933,440.752,356.627,639.444,398.402,744.223,649.839,435.274,691.725,639.596,691.911,807.026,550.452,843.695,471.727,849.051,487.598,1173.78,524.311,1540.48,629.1,828.171,639.611,1116.25,644.659,1514.2,477.036,220.589,529.617,220.535,435.457,257.225,566.432,257.068,686.681,1577,723.386,1566.5,613.481,1556.1,482.221,1608.55,466.695,1592.83,555.543
000000000063,508.645,0.8825426942,230.914,0.3714288381,519.128,0.1613472118,435.129,0.4312907884,388.022,440.271,356.685,629.05,398.352,749.601,649.994,430.019,691.891,639.309,692.003,801.981,555.522,833.281,471.872,843.734,482.675,1163.32,524.23,1535.31,634.306,822.886,634.357,1111.1,639.343,1509.01,477.234,210.058,534.747,209.997,440.489,246.657,571.399,241.563,608.057,1577.15,655.306,1571.98,613.503,1550.9,482.335,1608.45,471.759,1587.63,550.361
000000000064,513.788,0.891219187,225.734,0.3453310161,519.249,0.2081679757,430.046,0.4048297637,388.048,435.115,356.726,618.609,393.487,765.05,650.192,424.761,691.972,623.903,692.165,791.396,555.619,823,471.87,833.364,487.59,1168.55,524.245,1545.69,639.453,817.755,628.956,1110.98,628.977,1524.7,482.138,194.359,545.211,194.297,440.717,231.071,576.688,231.137,655.287,1582.44,697.161,1571.78,608.095,1561.43,477.268,1608.52,466.75,1592.76,545.313
000000000065,519.017,0.89905863,220.342,0.3170736776,524.282,0.2550940606,424.727,0.3782776763,388.2,429.901,356.778,613.418,393.417,765.251,655.393,414.366,692.09,618.623,697.078,781.095,555.638,822.923,471.878,833.352,487.598,1179.04,524.342,1550.91,639.446,817.622,623.881,1110.89,618.57,1530.03,482.54,188.99,550.558,188.993,440.789,225.838,587.151,225.931,681.371,1603.14,712.851,1577.16,602.941,1571.85,466.605,1608.57,445.883,1587.54,550.505
000000000066,524.117,0.9060441064,199.552,0.2856143116,524.422,0.3019103427,408.976,0.3505919065,393.142,409.12,356.86,608.346,393.333,770.681,665.758,403.879,697.323,613.23,697.302,775.95,555.67,817.692,471.809,828.023,487.752,1158.25,524.509,1540.54,639.603,812.363,628.939,1105.8,618.507,1535.28,487.71,183.622,555.794,183.705,445.956,220.36,597.507,220.564,623.817,1613.78,686.667,1608.31,607.873,1571.93,461.471,1608.45,450.944,1582.36,555.708
000000000067,524.363,0.9121907087,189.002,0.256338478,524.566,0.3485731252,398.634,0.3217080664,393.238,398.778,361.903,603.076,393.156,775.811,676.204,398.566,707.609,602.997,712.786,770.595,560.663,812.406,476.878,817.76,498.066,1158.19,524.589,1540.41,644.548,806.991,634.345,1100.51,613.518,1535.3,492.834,168.081,560.89,162.887,461.356,209.929,602.729,204.766,676.107,1613.89,697.192,1608.29,602.605,1572.1,471.85,1608.49,456.151,1582.4,555.544
000000000068,529.669,0.9190871232,178.687,0.228100966,529.64,0.3952527143,393.138,0.2927934122,393.37,393.345,361.944,602.828,393.076,775.969,681.493,393.068,723.11,602.607,723.201,760.031,560.984,807,477.136,812.435,498.142,1158.04,524.522,1535.22,644.876,786.268,639.527,1079.58,618.506,1550.86,508.54,147.262,566.209,147.337,466.694,188.981,607.905,194.217,697.15,1639.96,712.91,1613.92,602.594,1592.75,477.067,1613.57,456.202,1592.8,550.487
000000000069,540.025,0.831241013,152.595,0.1910429672,539.909,0.4363256434,377.652,0.2639091122,393.462,382.797,362.037,597.573,387.93,775.901,686.692,367.287,728.269,581.861,728.431,744.313,561.133,791.337,477.188,806.985,508.478,1147.76,524.302,1530.06,649.826,775.838,644.53,1084.74,613.306,1535.36,513.817,141.609,566.49,141.758,471.849,183.582,608.187,183.867,702.293,1645.02,707.641,1613.94,597.398,1577.13,482.29,1613.65,466.544,1597.93,545.249
000000000070,545.298,0.8355610987,146.974,0.1621800482,539.973,0.4658782535,361.828,0.2361865494,393.525,362,367.134,592.433,382.877,775.977,691.709,356.84,728.74,571.489,733.669,734.036,566.103,781.002,477.289,791.485,508.621,1147.69,519.255,1519.37,650.072,775.641,644.496,1095.16,613.323,1535.32,518.903,115.746,576.647,120.924,477.119,157.728,613.274,173.223,691.956,1640.04,707.539,1613.96,597.471,1572.06,492.871,1613.87,471.781,1603.23,534.762
000000000071,555.574,0.8389988573,136.478,0.1344915405,550.469,0.4954387066,351.421,0.2085256148,398.501,356.51,367.195,576.795,377.602,780.921,691.955,351.173,733.794,560.823,734.054,728.436,566.272,775.604,477.281,775.846,508.486,1142.38,519.143,1498.49,655.177,770.406,644.954,1100.31,613.31,1530.18,519.245,105.049,581.941,105.177,477.347,142.157,613.501,147.184,686.747,1645.03,697.287,1613.94,592.436,1571.78,503.259,1613.77,471.894,1603.16,529.617
000000000072,560.804,0.8398987646,110.685,0.1089840558,560.646,0.5132256221,341.036,0.1808495031,398.661,346.235,372.437,566.122,372.396,775.851,702.307,325.301,738.978,545.217,744.335,718.153,566.434,765.2,482.189,770.403,503.222,1137.01,519.076,1482.71,655.454,759.966,649.907,1100.29,613.316,1540.49,524.114,94.7664,592.404,94.8465,477.395,136.742,629.074,141.705,697.232,1645.17,707.709,1619.05,587.089,1582.32,503.349,1608.59,466.731,1592.74,529.515
000000000073,560.96,0.8398770381,105.075,0.0888285751,560.916,0.5195616856,320.059,0.1543335188,398.782,330.512,377.629,560.897,367.118,775.52,712.768,314.888,759.856,529.723,759.864,712.9,571.528,749.461,482.273,754.732,498.111,1116.36,519.112,1461.82,670.893,744.205,650.148,1084.75,613.3,1540.54,524.266,68.7477,597.651,73.7896,482.324,115.663,639.467,120.99,702.353,1645.27,712.905,1619.11,587.076,1582.33,487.55,1603.12,450.884,1572.01,529.706
000000000074,561.056,0.8390240666,89.4822,0.06983925157,561.131,0.5254787061,314.58,0.1314085258,403.871,319.943,377.647,555.68,367.15,770.664,718.084,309.444,765.093,524.089,765.331,697.211,576.758,739.131,482.543,744.247,492.999,1105.81,519.081,1451.35,681.229,739.037,655.321,1089.95,613.444,1540.47,524.363,58.4172,597.715,58.3781,482.466,100.22,639.559,105.168,707.58,1645.23,718.063,1619.05,587.182,1582.35,482.303,1582.42,445.779,1566.67,534.674
000000000075,561.136,0.8381410761,68.6506,0.05408999092,566.066,0.530954275,304.331,0.1061421219,403.942,314.554,382.861,545.286,361.965,770.442,723.254,288.525,765.321,513.695,770.594,691.763,587.076,733.827,487.57,733.9,492.883,1089.97,519.085,1451.52,681.482,733.785,660.591,1105.79,613.521,1545.67,524.422,52.9355,602.565,52.8804,482.579,94.6993,644.706,94.768,712.885,1650.22,723.277,1624.17,592.234,1587.57,471.905,1582.48,440.305,1566.64,534.781
000000000076,561.178,,58.3892,,566.069,,283.37,,409.048,304.276,387.923,534.786,361.977,770.186,723.356,272.922,770.37,492.844,770.698,686.734,587.219,728.569,487.675,728.589,498.042,1069.01,519.227,1461.91,686.48,728.592,670.865,1105.81,613.442,1556.05,0,0,0,0,482.436,68.8115,644.754,73.8577,723.183,1650.19,723.353,1624.16,592.294,1597.97,451.072,1592.75,435.013,1566.74,540.052
000000000077,565.945,,52.8458,,566.228,,272.894,,414.209,293.755,388.024,529.49,361.972,765.236,723.411,267.342,770.442,482.524,775.584,686.359,592.342,712.812,487.772,712.789,493,1053.36,519.065,1482.95,686.514,712.873,670.89,1105.6,618.538,1550.93,529.453,13.4267,602.652,13.4221,482.574,63.2737,644.661,63.5295,723.16,1650.18,723.358,1619.17,592.411,1592.75,445.819,1608.45,430.016,1577.14,534.837
000000000078,0,,0,,566.298,,267.53,,414.236,278.046,388.114,524.269,361.981,759.946,728.502,246.695,775.483,477.131,775.761,676.177,592.355,702.362,487.614,697.215,498.115,1032.4,518.807,1508.98,686.596,707.537,676.155,1095.29,613.352,1545.75,524.545,13.4686,602.593,13.468,482.279,52.8148,644.706,47.57,712.89,1650.26,723.268,1624.17,581.967,1577.06,440.512,1614,419.434,1598.05,529.453
000000000079,566.073,,13.4232,,566.285,,257.096,,409.152,267.802,388.17,519.09,361.97,754.836,728.546,231.107,775.668,461.385,775.989,660.517,597.404,697.187,487.639,692.097,503.256,1022.08,513.674,1535.23,686.768,702.325,676.255,1105.46,613.344,1556.15,524.505,13.5077,602.706,13.4977,0,0,0,0,712.876,1650.2,723.289,1619.16,587.189,1587.67,403.813,1629.49,398.491,1608.57,524.581
000000000080,566.026,,13.465,,566.356,,241.54,,414.22,267.509,388.141,518.762,361.922,749.533,728.634,230.847,775.814,456.123,781.008,655.283,592.447,691.888,487.598,686.778,503.383,1021.64,513.625,1556.08,686.74,692.019,681.232,1105.46,613.305,1566.47,524.364,13.5215,597.673,13.5238,0,0,644.903,10.8903,723.211,1650.17,723.417,1624.15,592.288,1608.3,393.494,1634.63,393.216,1613.59,524.49
000000000081,561,,13.4855,,566.344,,231.067,,409.002,257.159,388.098,508.656,361.917,749.479,728.672,225.464,775.975,445.884,786.085,650.094,597.431,686.79,487.614,686.6,508.623,1021.91,508.645,1561.32,686.843,691.867,681.259,1100.43,613.292,1566.61,519.234,13.5354,592.338,13.5392,482.11,13.43,644.784,13.451,723.393,1650.31,728.435,1629.38,592.233,1608.48,398.716,1639.93,393.32,1613.73,524.535
000000000082,560.673,,13.4989,,566.301,,225.727,,403.811,236.355,387.887,492.916,361.924,739.15,733.678,204.801,780.987,440.369,791.379,644.961,597.472,681.292,487.573,676.127,508.617,1021.93,513.607,1561.45,691.7,681.415,681.278,1100.33,608.33,1566.45,513.818,13.5473,581.841,13.5443,477.01,13.4541,644.75,13.484,723.418,1650.35,728.37,1629.39,587.132,1608.35,409.058,1624.28,398.513,1608.36,529.435
000000000083,555.817,,13.5119,,566.197,,220.366,,398.777,230.976,382.732,487.728,356.943,739.084,733.623,189.321,786.121,435.413,791.434,644.768,597.475,670.983,487.57,665.716,508.504,1021.91,508.501,1550.96,691.697,676.183,681.275,1084.8,608.344,1561.41,513.902,13.5553,576.692,13.5486,477.034,13.4703,644.621,13.4847,728.402,1650.19,728.434,1619.14,581.825,1603.2,398.748,1619.01,393.405,1608.4,524.346
000000000084,555.732,,13.5421,,566.018,,204.705,,398.613,225.694,372.494,482.253,356.777,733.706,728.708,188.857,786.119,429.882,796.7,639.505,597.588,670.869,487.612,660.501,503.35,1021.83,508.46,1540.49,691.813,671.012,676.241,1079.49,608.247,1561.35,503.437,13.5697,576.689,13.5622,471.854,13.4902,644.613,13.5142,728.358,1650.22,723.364,1619.17,576.643,1592.82,445.745,1650.39,424.815,1624.16,524.521